Age,Weight(kg),Height(cm),Gender,BMI,BMI_Index,Basal_Metabolic_Rate(BMR)
42,51,170,Female,17.64705882,Underweight,2072
42,51,170,Female,17.64705882,Underweight,2072
42,51,170,Female,17.64705882,Underweight,2282
42,51,170,Female,17.64705882,Underweight,2282
42,51,170,Female,17.64705882,Underweight,2282
53,78,157,Male,31.64428577,Obeise,1501
53,78,157,Male,31.64428577,Obeise,1501
53,78,157,Male,31.64428577,Obeise,1501
53,78,157,Male,31.64428577,Obeise,1801
53,78,157,Male,31.64428577,Obeise,1801
53,78,157,Male,31.64428577,Obeise,1801
53,78,157,Male,31.64428577,Obeise,2064
53,78,157,Male,31.64428577,Obeise,2064
53,78,157,Male,31.64428577,Obeise,2064
53,78,157,Male,31.64428577,Obeise,2326
53,78,157,Male,31.64428577,Obeise,2326
53,78,157,Male,31.64428577,Obeise,2326
53,78,157,Male,31.64428577,Obeise,2589
53,78,157,Male,31.64428577,Obeise,2589
53,78,157,Male,31.64428577,Obeise,2589
53,78,157,Male,31.64428577,Obeise,2852
53,78,157,Male,31.64428577,Obeise,2852
53,78,157,Male,31.64428577,Obeise,2852
30,65,204,Female,15.6189927,Underweight,1614
30,65,204,Female,15.6189927,Underweight,1614
30,65,204,Female,15.6189927,Underweight,1614
30,65,204,Female,15.6189927,Underweight,1936
30,65,204,Female,15.6189927,Underweight,1936
30,65,204,Female,15.6189927,Underweight,1936
30,65,204,Female,15.6189927,Underweight,2219
30,65,204,Female,15.6189927,Underweight,2219
30,65,204,Female,15.6189927,Underweight,2219
30,65,204,Female,15.6189927,Underweight,2501
30,65,204,Female,15.6189927,Underweight,2501
30,65,204,Female,15.6189927,Underweight,2501
30,65,204,Female,15.6189927,Underweight,2784
30,65,204,Female,15.6189927,Underweight,2784
30,65,204,Female,15.6189927,Underweight,2784
30,65,204,Female,15.6189927,Underweight,3066
30,65,204,Female,15.6189927,Underweight,3066
30,65,204,Female,15.6189927,Underweight,3066
28,89,182,Male,26.86873566,Overweight,1892
28,89,182,Male,26.86873566,Overweight,1892
28,89,182,Male,26.86873566,Overweight,1892
28,89,182,Male,26.86873566,Overweight,2271
28,89,182,Male,26.86873566,Overweight,2271
28,89,182,Male,26.86873566,Overweight,2271
28,89,182,Male,26.86873566,Overweight,2602
28,89,182,Male,26.86873566,Overweight,2602
28,89,182,Male,26.86873566,Overweight,2602
28,89,182,Male,26.86873566,Overweight,2933
28,89,182,Male,26.86873566,Overweight,2933
28,89,182,Male,26.86873566,Overweight,2933
28,89,182,Male,26.86873566,Overweight,3264
28,89,182,Male,26.86873566,Overweight,3264
28,89,182,Male,26.86873566,Overweight,3264
28,89,182,Male,26.86873566,Overweight,3595
28,89,182,Male,26.86873566,Overweight,3595
28,89,182,Male,26.86873566,Overweight,3595
58,79,184,Female,23.33412098,Normal,1489
58,79,184,Female,23.33412098,Normal,1489
58,79,184,Female,23.33412098,Normal,1489
58,79,184,Female,23.33412098,Normal,1786
58,79,184,Female,23.33412098,Normal,1786
58,79,184,Female,23.33412098,Normal,1786
58,79,184,Female,23.33412098,Normal,2047
58,79,184,Female,23.33412098,Normal,2047
58,79,184,Female,23.33412098,Normal,2047
58,79,184,Female,23.33412098,Normal,2307
58,79,184,Female,23.33412098,Normal,2307
58,79,184,Female,23.33412098,Normal,2307
58,79,184,Female,23.33412098,Normal,2568
58,79,184,Female,23.33412098,Normal,2568
58,79,184,Female,23.33412098,Normal,2568
58,79,184,Female,23.33412098,Normal,2829
58,79,184,Female,23.33412098,Normal,2829
58,79,184,Female,23.33412098,Normal,2829
47,92,199,Male,23.23173657,Normal,1933
47,92,199,Male,23.23173657,Normal,1933
47,92,199,Male,23.23173657,Normal,1933
47,92,199,Male,23.23173657,Normal,2320
47,92,199,Male,23.23173657,Normal,2320
47,92,199,Male,23.23173657,Normal,2320
47,92,199,Male,23.23173657,Normal,2658
47,92,199,Male,23.23173657,Normal,2658
47,92,199,Male,23.23173657,Normal,2658
47,92,199,Male,23.23173657,Normal,2997
47,92,199,Male,23.23173657,Normal,2997
47,92,199,Male,23.23173657,Normal,2997
47,92,199,Male,23.23173657,Normal,3335
47,92,199,Male,23.23173657,Normal,3335
47,92,199,Male,23.23173657,Normal,3335
47,92,199,Male,23.23173657,Normal,3674
47,92,199,Male,23.23173657,Normal,3674
47,92,199,Male,23.23173657,Normal,3674
37,96,201,Female,23.76178807,Normal,1870
37,96,201,Female,23.76178807,Normal,1870
37,96,201,Female,23.76178807,Normal,1870
37,96,201,Female,23.76178807,Normal,2244
37,96,201,Female,23.76178807,Normal,2244
37,96,201,Female,23.76178807,Normal,2244
37,96,201,Female,23.76178807,Normal,2571
37,96,201,Female,23.76178807,Normal,2571
37,96,201,Female,23.76178807,Normal,2571
37,96,201,Female,23.76178807,Normal,2898
37,96,201,Female,23.76178807,Normal,2898
37,96,201,Female,23.76178807,Normal,2898
37,96,201,Female,23.76178807,Normal,3226
37,96,201,Female,23.76178807,Normal,3226
37,96,201,Female,23.76178807,Normal,3226
37,96,201,Female,23.76178807,Normal,3553
37,96,201,Female,23.76178807,Normal,3553
37,96,201,Female,23.76178807,Normal,3553
15,58,202,Male,14.21429272,Underweight,1772
15,58,202,Male,14.21429272,Underweight,1772
15,58,202,Male,14.21429272,Underweight,1772
15,58,202,Male,14.21429272,Underweight,2127
15,58,202,Male,14.21429272,Underweight,2127
15,58,202,Male,14.21429272,Underweight,2127
15,58,202,Male,14.21429272,Underweight,2437
15,58,202,Male,14.21429272,Underweight,2437
15,58,202,Male,14.21429272,Underweight,2437
15,58,202,Male,14.21429272,Underweight,2747
15,58,202,Male,14.21429272,Underweight,2747
15,58,202,Male,14.21429272,Underweight,2747
15,58,202,Male,14.21429272,Underweight,3057
15,58,202,Male,14.21429272,Underweight,3057
15,58,202,Male,14.21429272,Underweight,3057
15,58,202,Male,14.21429272,Underweight,3367
15,58,202,Male,14.21429272,Underweight,3367
15,58,202,Male,14.21429272,Underweight,3367
36,87,199,Female,21.96914219,Normal,1772
36,87,199,Female,21.96914219,Normal,1772
36,87,199,Female,21.96914219,Normal,1772
36,87,199,Female,21.96914219,Normal,2127
36,87,199,Female,21.96914219,Normal,2127
36,87,199,Female,21.96914219,Normal,2127
36,87,199,Female,21.96914219,Normal,2437
36,87,199,Female,21.96914219,Normal,2437
36,87,199,Female,21.96914219,Normal,2437
36,87,199,Female,21.96914219,Normal,2747
36,87,199,Female,21.96914219,Normal,2747
36,87,199,Female,21.96914219,Normal,2747
36,87,199,Female,21.96914219,Normal,3057
36,87,199,Female,21.96914219,Normal,3057
36,87,199,Female,21.96914219,Normal,3057
36,87,199,Female,21.96914219,Normal,3368
36,87,199,Female,21.96914219,Normal,3368
36,87,199,Female,21.96914219,Normal,3368
13,54,187,Male,15.44224885,Underweight,1648
13,54,187,Male,15.44224885,Underweight,1648
13,54,187,Male,15.44224885,Underweight,1648
13,54,187,Male,15.44224885,Underweight,1978
13,54,187,Male,15.44224885,Underweight,1978
13,54,187,Male,15.44224885,Underweight,1978
13,54,187,Male,15.44224885,Underweight,2267
13,54,187,Male,15.44224885,Underweight,2267
13,54,187,Male,15.44224885,Underweight,2267
13,54,187,Male,15.44224885,Underweight,2555
13,54,187,Male,15.44224885,Underweight,2555
13,54,187,Male,15.44224885,Underweight,2555
13,54,187,Male,15.44224885,Underweight,2844
13,54,187,Male,15.44224885,Underweight,2844
13,54,187,Male,15.44224885,Underweight,2844
13,54,187,Male,15.44224885,Underweight,3132
13,54,187,Male,15.44224885,Underweight,3132
13,54,187,Male,15.44224885,Underweight,3132
53,88,176,Female,28.40909091,Overweight,1554
53,88,176,Female,28.40909091,Overweight,1554
53,88,176,Female,28.40909091,Overweight,1554
53,88,176,Female,28.40909091,Overweight,1864
53,88,176,Female,28.40909091,Overweight,1864
53,88,176,Female,28.40909091,Overweight,1864
53,88,176,Female,28.40909091,Overweight,2136
53,88,176,Female,28.40909091,Overweight,2136
53,88,176,Female,28.40909091,Overweight,2136
53,88,176,Female,28.40909091,Overweight,2408
53,88,176,Female,28.40909091,Overweight,2408
53,88,176,Female,28.40909091,Overweight,2408
53,88,176,Female,28.40909091,Overweight,2680
53,88,176,Female,28.40909091,Overweight,2680
53,88,176,Female,28.40909091,Overweight,2680
53,88,176,Female,28.40909091,Overweight,2952
53,88,176,Female,28.40909091,Overweight,2952
53,88,176,Female,28.40909091,Overweight,2952
41,111,209,Male,25.41150615,Overweight,2216
41,111,209,Male,25.41150615,Overweight,2216
41,111,209,Male,25.41150615,Overweight,2216
41,111,209,Male,25.41150615,Overweight,2659
41,111,209,Male,25.41150615,Overweight,2659
41,111,209,Male,25.41150615,Overweight,2659
41,111,209,Male,25.41150615,Overweight,3047
41,111,209,Male,25.41150615,Overweight,3047
41,111,209,Male,25.41150615,Overweight,3047
41,111,209,Male,25.41150615,Overweight,3435
41,111,209,Male,25.41150615,Overweight,3435
41,111,209,Male,25.41150615,Overweight,3435
41,111,209,Male,25.41150615,Overweight,3823
41,111,209,Male,25.41150615,Overweight,3823
41,111,209,Male,25.41150615,Overweight,3823
41,111,209,Male,25.41150615,Overweight,4210
41,111,209,Male,25.41150615,Overweight,4210
41,111,209,Male,25.41150615,Overweight,4210
21,65,177,Female,20.74755019,Normal,1490
21,65,177,Female,20.74755019,Normal,1490
21,65,177,Female,20.74755019,Normal,1490
21,65,177,Female,20.74755019,Normal,1788
21,65,177,Female,20.74755019,Normal,1788
21,65,177,Female,20.74755019,Normal,1788
21,65,177,Female,20.74755019,Normal,2049
21,65,177,Female,20.74755019,Normal,2049
21,65,177,Female,20.74755019,Normal,2049
21,65,177,Female,20.74755019,Normal,2309
21,65,177,Female,20.74755019,Normal,2309
21,65,177,Female,20.74755019,Normal,2309
21,65,177,Female,20.74755019,Normal,2570
21,65,177,Female,20.74755019,Normal,2570
21,65,177,Female,20.74755019,Normal,2570
21,65,177,Female,20.74755019,Normal,2831
21,65,177,Female,20.74755019,Normal,2831
21,65,177,Female,20.74755019,Normal,2831
13,113,213,Male,24.90687474,Normal,2401
13,113,213,Male,24.90687474,Normal,2401
13,113,213,Male,24.90687474,Normal,2401
13,113,213,Male,24.90687474,Normal,2881
13,113,213,Male,24.90687474,Normal,2881
13,113,213,Male,24.90687474,Normal,2881
13,113,213,Male,24.90687474,Normal,3301
13,113,213,Male,24.90687474,Normal,3301
13,113,213,Male,24.90687474,Normal,3301
13,113,213,Male,24.90687474,Normal,3721
13,113,213,Male,24.90687474,Normal,3721
13,113,213,Male,24.90687474,Normal,3721
13,113,213,Male,24.90687474,Normal,4142
13,113,213,Male,24.90687474,Normal,4142
13,113,213,Male,24.90687474,Normal,4142
13,113,213,Male,24.90687474,Normal,4562
13,113,213,Male,24.90687474,Normal,4562
13,113,213,Male,24.90687474,Normal,4562
13,117,186,Female,33.81893861,Obeise,2106
13,117,186,Female,33.81893861,Obeise,2106
13,117,186,Female,33.81893861,Obeise,2106
13,117,186,Female,33.81893861,Obeise,2527
13,117,186,Female,33.81893861,Obeise,2527
13,117,186,Female,33.81893861,Obeise,2527
13,117,186,Female,33.81893861,Obeise,2896
13,117,186,Female,33.81893861,Obeise,2896
13,117,186,Female,33.81893861,Obeise,2896
13,117,186,Female,33.81893861,Obeise,3265
13,117,186,Female,33.81893861,Obeise,3265
13,117,186,Female,33.81893861,Obeise,3265
13,117,186,Female,33.81893861,Obeise,3633
13,117,186,Female,33.81893861,Obeise,3633
13,117,186,Female,33.81893861,Obeise,3633
13,117,186,Female,33.81893861,Obeise,4002
13,117,186,Female,33.81893861,Obeise,4002
13,117,186,Female,33.81893861,Obeise,4002
58,63,173,Male,21.0498179,Normal,1426
58,63,173,Male,21.0498179,Normal,1426
58,63,173,Male,21.0498179,Normal,1426
58,63,173,Male,21.0498179,Normal,1711
58,63,173,Male,21.0498179,Normal,1711
58,63,173,Male,21.0498179,Normal,1711
58,63,173,Male,21.0498179,Normal,1961
58,63,173,Male,21.0498179,Normal,1961
58,63,173,Male,21.0498179,Normal,1961
58,63,173,Male,21.0498179,Normal,2210
58,63,173,Male,21.0498179,Normal,2210
58,63,173,Male,21.0498179,Normal,2210
58,63,173,Male,21.0498179,Normal,2460
58,63,173,Male,21.0498179,Normal,2460
58,63,173,Male,21.0498179,Normal,2460
58,63,173,Male,21.0498179,Normal,2709
58,63,173,Male,21.0498179,Normal,2709
58,63,173,Male,21.0498179,Normal,2709
37,56,177,Female,17.87481247,Underweight,1320
37,56,177,Female,17.87481247,Underweight,1320
37,56,177,Female,17.87481247,Underweight,1320
37,56,177,Female,17.87481247,Underweight,1584
37,56,177,Female,17.87481247,Underweight,1584
37,56,177,Female,17.87481247,Underweight,1584
37,56,177,Female,17.87481247,Underweight,1815
37,56,177,Female,17.87481247,Underweight,1815
37,56,177,Female,17.87481247,Underweight,1815
37,56,177,Female,17.87481247,Underweight,2046
37,56,177,Female,17.87481247,Underweight,2046
37,56,177,Female,17.87481247,Underweight,2046
37,56,177,Female,17.87481247,Underweight,2277
37,56,177,Female,17.87481247,Underweight,2277
37,56,177,Female,17.87481247,Underweight,2277
37,56,177,Female,17.87481247,Underweight,2508
37,56,177,Female,17.87481247,Underweight,2508
37,56,177,Female,17.87481247,Underweight,2508
57,83,200,Male,20.75,Normal,1800
57,83,200,Male,20.75,Normal,1800
57,83,200,Male,20.75,Normal,1800
57,83,200,Male,20.75,Normal,2160
57,83,200,Male,20.75,Normal,2160
57,83,200,Male,20.75,Normal,2160
57,83,200,Male,20.75,Normal,2475
57,83,200,Male,20.75,Normal,2475
57,83,200,Male,20.75,Normal,2475
57,83,200,Male,20.75,Normal,2790
57,83,200,Male,20.75,Normal,2790
57,83,200,Male,20.75,Normal,2790
57,83,200,Male,20.75,Normal,3105
57,83,200,Male,20.75,Normal,3105
57,83,200,Male,20.75,Normal,3105
57,83,200,Male,20.75,Normal,3420
57,83,200,Male,20.75,Normal,3420
57,83,200,Male,20.75,Normal,3420
43,76,208,Female,17.56656805,Underweight,1684
43,76,208,Female,17.56656805,Underweight,1684
43,76,208,Female,17.56656805,Underweight,1684
43,76,208,Female,17.56656805,Underweight,2020
43,76,208,Female,17.56656805,Underweight,2020
43,76,208,Female,17.56656805,Underweight,2020
43,76,208,Female,17.56656805,Underweight,2315
43,76,208,Female,17.56656805,Underweight,2315
43,76,208,Female,17.56656805,Underweight,2315
43,76,208,Female,17.56656805,Underweight,2610
43,76,208,Female,17.56656805,Underweight,2610
43,76,208,Female,17.56656805,Underweight,2610
43,76,208,Female,17.56656805,Underweight,2904
43,76,208,Female,17.56656805,Underweight,2904
43,76,208,Female,17.56656805,Underweight,2904
43,76,208,Female,17.56656805,Underweight,3199
43,76,208,Female,17.56656805,Underweight,3199
43,76,208,Female,17.56656805,Underweight,3199
44,50,217,Male,10.61819108,Underweight,1641
44,50,217,Male,10.61819108,Underweight,1641
44,50,217,Male,10.61819108,Underweight,1641
44,50,217,Male,10.61819108,Underweight,1969
44,50,217,Male,10.61819108,Underweight,1969
44,50,217,Male,10.61819108,Underweight,1969
44,50,217,Male,10.61819108,Underweight,2256
44,50,217,Male,10.61819108,Underweight,2256
44,50,217,Male,10.61819108,Underweight,2256
44,50,217,Male,10.61819108,Underweight,2543
44,50,217,Male,10.61819108,Underweight,2543
44,50,217,Male,10.61819108,Underweight,2543
44,50,217,Male,10.61819108,Underweight,2831
44,50,217,Male,10.61819108,Underweight,2831
44,50,217,Male,10.61819108,Underweight,2831
44,50,217,Male,10.61819108,Underweight,3118
44,50,217,Male,10.61819108,Underweight,3118
44,50,217,Male,10.61819108,Underweight,3118
40,112,164,Female,41.64187983,Obeise,1784
40,112,164,Female,41.64187983,Obeise,1784
40,112,164,Female,41.64187983,Obeise,1784
40,112,164,Female,41.64187983,Obeise,2140
40,112,164,Female,41.64187983,Obeise,2140
40,112,164,Female,41.64187983,Obeise,2140
40,112,164,Female,41.64187983,Obeise,2453
40,112,164,Female,41.64187983,Obeise,2453
40,112,164,Female,41.64187983,Obeise,2453
40,112,164,Female,41.64187983,Obeise,2765
40,112,164,Female,41.64187983,Obeise,2765
40,112,164,Female,41.64187983,Obeise,2765
40,112,164,Female,41.64187983,Obeise,3077
40,112,164,Female,41.64187983,Obeise,3077
40,112,164,Female,41.64187983,Obeise,3077
40,112,164,Female,41.64187983,Obeise,3389
40,112,164,Female,41.64187983,Obeise,3389
40,112,164,Female,41.64187983,Obeise,3389
22,101,178,Male,31.87728822,Obeise,2017
22,101,178,Male,31.87728822,Obeise,2017
22,101,178,Male,31.87728822,Obeise,2017
22,101,178,Male,31.87728822,Obeise,2421
22,101,178,Male,31.87728822,Obeise,2421
22,101,178,Male,31.87728822,Obeise,2421
22,101,178,Male,31.87728822,Obeise,2774
22,101,178,Male,31.87728822,Obeise,2774
22,101,178,Male,31.87728822,Obeise,2774
22,101,178,Male,31.87728822,Obeise,3127
22,101,178,Male,31.87728822,Obeise,3127
22,101,178,Male,31.87728822,Obeise,3127
22,101,178,Male,31.87728822,Obeise,3480
22,101,178,Male,31.87728822,Obeise,3480
22,101,178,Male,31.87728822,Obeise,3480
22,101,178,Male,31.87728822,Obeise,3833
22,101,178,Male,31.87728822,Obeise,3833
22,101,178,Male,31.87728822,Obeise,3833
59,88,199,Female,22.22166107,Normal,1667
59,88,199,Female,22.22166107,Normal,1667
59,88,199,Female,22.22166107,Normal,1667
59,88,199,Female,22.22166107,Normal,2001
59,88,199,Female,22.22166107,Normal,2001
59,88,199,Female,22.22166107,Normal,2001
59,88,199,Female,22.22166107,Normal,2293
59,88,199,Female,22.22166107,Normal,2293
59,88,199,Female,22.22166107,Normal,2293
59,88,199,Female,22.22166107,Normal,2585
59,88,199,Female,22.22166107,Normal,2585
59,88,199,Female,22.22166107,Normal,2585
59,88,199,Female,22.22166107,Normal,2876
59,88,199,Female,22.22166107,Normal,2876
59,88,199,Female,22.22166107,Normal,2876
59,88,199,Female,22.22166107,Normal,3168
59,88,199,Female,22.22166107,Normal,3168
59,88,199,Female,22.22166107,Normal,3168
12,99,220,Male,20.45454545,Normal,2310
12,99,220,Male,20.45454545,Normal,2310
12,99,220,Male,20.45454545,Normal,2310
12,99,220,Male,20.45454545,Normal,2772
12,99,220,Male,20.45454545,Normal,2772
12,99,220,Male,20.45454545,Normal,2772
12,99,220,Male,20.45454545,Normal,3176
12,99,220,Male,20.45454545,Normal,3176
12,99,220,Male,20.45454545,Normal,3176
12,99,220,Male,20.45454545,Normal,3580
12,99,220,Male,20.45454545,Normal,3580
12,99,220,Male,20.45454545,Normal,3580
12,99,220,Male,20.45454545,Normal,3984
12,99,220,Male,20.45454545,Normal,3984
12,99,220,Male,20.45454545,Normal,3984
12,99,220,Male,20.45454545,Normal,4389
12,99,220,Male,20.45454545,Normal,4389
12,99,220,Male,20.45454545,Normal,4389
19,47,218,Female,9.889739921,Underweight,1576
19,47,218,Female,9.889739921,Underweight,1576
19,47,218,Female,9.889739921,Underweight,1576
19,47,218,Female,9.889739921,Underweight,1891
19,47,218,Female,9.889739921,Underweight,1891
19,47,218,Female,9.889739921,Underweight,1891
19,47,218,Female,9.889739921,Underweight,2167
19,47,218,Female,9.889739921,Underweight,2167
19,47,218,Female,9.889739921,Underweight,2167
19,47,218,Female,9.889739921,Underweight,2443
19,47,218,Female,9.889739921,Underweight,2443
19,47,218,Female,9.889739921,Underweight,2443
19,47,218,Female,9.889739921,Underweight,2719
19,47,218,Female,9.889739921,Underweight,2719
19,47,218,Female,9.889739921,Underweight,2719
19,47,218,Female,9.889739921,Underweight,2995
19,47,218,Female,9.889739921,Underweight,2995
19,47,218,Female,9.889739921,Underweight,2995
23,64,189,Male,17.91663167,Underweight,1711
23,64,189,Male,17.91663167,Underweight,1711
23,64,189,Male,17.91663167,Underweight,1711
23,64,189,Male,17.91663167,Underweight,2053
